8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518773243.0,112640768,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633341136310437,5.632038407,138.59292911256333,5.632048207,5.632028607,1.1264076808,5.632038407,138.59292911256333,5.632048207,5.632028607,0,0,0,0,0,0,0,0,0,0,0,0.026633341136310437,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59392077993824014,1.0739424962086408015,1.518784099667362015,5.632028607,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518773412.0,112641773,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633103511252438,5.6320886507,263.75082938258225,5.632107307,5.6320707,1.1264177308,5.6320886507,263.75082938258225,5.632107307,5.6320707,0,0,0,0,0,0,0,0,0,0,0,0.026633103511252438,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5939216247496014,1.0739426156824236015,1.51878426862922015,5.6320707,0
172.31.69.250131.202.242.19302203560506,172.31.69.25,22,131.202.242.193,35605,6,1518773215.0,20784143,23,44,2416.0,1344.0,240.0,64.0,105.04347826086956,54.54229239845949,64.0,0.0,30.545454545454536,32.33649716072836,180.90714637596557,3.2236113848908756,314911.2575757576,1145953.7581495005,9058214.0,66.0,2.069065407,940484.2727272727,1898330.2992014093,9144734.0,66.0,2.074114507,482352.2093023256,1396411.1135538807,9058214.0,41601.0,1,0,0,0,460,880,1.106612863470002,2.1169985214208737,0.0,240.0,56.235294117647065,53.851680678067055,2900.0035118525007,0,0,0,44,67,0,0,0,1.0,57.07462686567164,105.04347826086956,30.545454545454547,0,0,0,0,38,397,0,36,0,20,263,255,22,20,0,0,0,0,1.518784029523538015,4879417.528399088,1.518784035965548015,1.518784015223544015,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518773581.0,112640836,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633325058063314,5.632041807,82.02438661763951,5.632047607,5.63203607,1.1264083608,5.632041807,82.02438661763951,5.632047607,5.63203607,0,0,0,0,0,0,0,0,0,0,0,0.026633325058063314,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593922469555135014,1.0739427351562849015,1.518784437590551015,5.632047607,0
177.21.224.1310172.31.69.250335702306,177.21.224.131,3357,172.31.69.25,23,6,1518773279.0,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.99999999999,20.0,0.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58856,0,0,20,0,0,0,0,0,0,0,0,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518773750.0,112641178,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633244194232415,5.632058907,5.656854249492381,5.632059307,5.632058507,1.1264117808,5.632058907,5.656854249492381,5.632059307,5.632058507,0,0,0,0,0,0,0,0,0,0,0,0.026633244194232415,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593923314363755014,1.0739428546301115015,1.518784606552166015,5.632058507,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518773919.0,112641264,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.02663322386012998,5.632063207,7.0710678118654755,5.632063707,5.632062707,1.1264126408,5.632063207,7.0710678118654755,5.632063707,5.632062707,0,0,0,0,0,0,0,0,0,0,0,0.02663322386012998,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59392415917384014,1.073942974104226015,1.518784775514131015,5.632063707,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518774088.0,112641525,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633162148683623,5.6320762507,17.67766952966369,5.632077507,5.63207507,1.1264152508,5.6320762507,17.67766952966369,5.632077507,5.63207507,0,0,0,0,0,0,0,0,0,0,0,0.026633162148683623,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59392500398432014,1.07394309357831015,1.518784944476114015,5.63207507,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518774257.0,112641414,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633188393746548,5.632070707,63.63961030678928,5.632075207,5.632066207,1.1264141408,5.632070707,63.63961030678928,5.632075207,5.632066207,0,0,0,0,0,0,0,0,0,0,0,0.026633188393746548,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593925848794465014,1.0739432130526309015,1.518785113438231015,5.632066207,0
8.6.0.108.0.6.4000000,8.6.0.1,0,8.0.6.4,0,0,1518774426.0,112641379,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633196669227567,5.6320689507,30.405591591021544,5.632071107,5.632066807,1.1264137908,5.6320689507,30.405591591021544,5.632071107,5.632066807,0,0,0,0,0,0,0,0,0,0,0,0.026633196669227567,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5939266936049014,1.07394333252686015,1.518785282400312015,5.632066807,0
